id,page_content,parent,topic
b0c6e070e706f59e769904d271a859dc,تخفیفات عدم خسارت جانی؛ برای خسارت جانی اول ۳۰%، خسارت دوم ۷۰% و خسارت سوم ۱۰۰% از تخفیفات کم می  شود. همان  طور که می  بینید سخت  گیری  ها در مورد خسارات، جانی بیشتر است که با توجه به اهمیت آن، طبیعیست!,نحوه محاسبه تخفیف عدم خسارت در قانون جدید بیمه,تخفیفات عدم‌خسارت بیمه ثالث کاهش یافت
5000787f1c9968a05a5105187c8e3368,۱۶ هزار کشته و ۳۵۰ هزار مصدوم حادثه در سال و ادامه روند تلفات حوادث رانندگی در کشور، زنگ خطری بود تا قانون جدید برای رانندگان پرخطر تصویب شود! از این به بعد رانندگان مقصر در اولین تصادف حادثه  ساز ۲٫۵%، در دومین حادثه ۵%، سومین حادثه ۱۰%، از خسارات مالی و بدنی را از جیب پرداخت می  کنند تا شاید دلیلی باشد برای رعایت بهتر قوانین و درنتیجه کاهش تصادفات! البته اجرای این قانون نیاز به هماهنگی نیروی انتظامی و بیمه مرکزی دارد که به  زودی انجام و از سال جدید اجرا می  شود! - بیمه  بازار که اولین سامانه مقایسه و خرید آنلاین انواع بیمه   ثالث،   مانند بیمه شخص ثالث ایران،   بیمه شخص ثالث آسیا،   بیمه شخص ثالث معلم و …  ، انواع بیمه  بدنه، زلزله، آتش  سوزی و بیمه عمر است این امکان را به شما عزیزان می  دهد که تمامی شرکت  های بیمه را از هر لحاظ باهم مقایسه بهترین را انتخاب کنید، بخرید و با ارسال رایگان درب منزل  تان تحویل بگیرید!,راننده محور شدن بیمه شخص ثالث,تخفیفات عدم‌خسارت بیمه ثالث کاهش یافت
9d9e182c67f742ca5dfccf4f33523b1b,جهت دریافت خسارت از بیمه شخص ثالث البرز می  بایست با همراه داشتن مدارک لازم به یکی از شعب مراکز پرداخت خسارت بیمه البرز مراجعه کرده و پس از ارائه مدارک مربوطه و بررسی  های لازم توسط کارشناس بیمه مبلغ خسارت را دریافت کنید. - جهت دریافت خسارت جانی بیمه شخص ثالث البرز، بیمه  گزار می  بایست با در داشتن مدارک لازم به یکی از شعب پرداخت خسارت این شرکت مراجعه کند.,پرداخت خسارت بیمه البرز,برای دریافت خسارت بیمه البرز چه باید کرد؟
f7c6ec6745e98377d3c97713bd3cd435,جهت دریافت خسارت جانی بیمه شخص ثالث البرز، بیمه  گزار می  بایست با در داشتن مدارک لازم به یکی از شعب پرداخت خسارت این شرکت مراجعه کند.,پرداخت خسارت بیمه البرز,برای دریافت خسارت بیمه البرز چه باید کرد؟
65299dec5edae0d4544b1e139ac34b18,مدارک لازم برای پرداخت خسارت بیمه البرز عبارتند از  - تصوير بيمه  نامه شخص ثالث خودرو مقصر حادثه، تصوير برابر با اصل گواهينامه راننده مقصر حادثه، تصوير كارت خودرو (پشت و رو) يا تصوير سند مالكيت، تصاوير شناسنامه و كارت ملی راننده مقصر حادثه، گزارشات کلانتری يا پاسگاه انتظامی، برگه  های پزشك قانونی مصدومين ، برگه  های پذيرش بیمارستانی مصدومين   و . . . نیاز است. در صورت فوت شخص زیان دیده علاوه بر مدارک ذکر شده در قیمت بالا ارائه مدارک زیر الزامی است   •       ارائه برگه معاينه جسد.  •       برگه گواهي فوت شخص  •       برگه جواز دفن شخص  •       تصاوير شناسنامه باطل شده (تمامي صفحات) همچنین كارت ملی فوت شده.  •       برگه انحصار وراثت فوت شده.  •       تصاوير شناسنامه و كارت ملی وراث فوت شده  •       و . . . مورد نیاز است.,مدارک لازم برای پرداخت خسارت بیمه البرز,برای دریافت خسارت بیمه البرز چه باید کرد؟
bf7e1df1f88a8301e5d79335806b771f,مدارک لازم جهت دریافت خسارت مالی از بیمه البرز متناسب با نوع حادثه با کروکی یا بدون کروکی متفاوت خواهد بود. در صورتی که حادثه نیاز به کروکی سازشی داشته باشد برای دریافت خسارت لازم است مدارک زیرا ارائه دهید  - •    اصل يا کپی برابر اصل کروکی سازشی ممهور به مهر افسر رسم  كننده کروکی و پاسگاه راهنمائي و رانندگی (پليس راه)  •    اصل مدارك طرفين حادثه(بيمه نامه، گواهينامه متناسب با نوع خودرو، كارت خودرو، كارت ملی)  •    در صورتی که خسارت تا مبلغ ده ميليون ريال باشد حضور راننده زيان ديده به همراه خودرو کافیست و در مواردی كه خسارت زيان ديده بيش از ده ميليون ريال باشد حضور طرفين حادثه به همراه خودرو راننده مقصر و زيان ديده در واحد پرداخت خسارت ضروری است. - در صورتی که حادثه با کروکی غیر سازشی باشد ارائه مدارک زیر الزامی است  - •    اصل يا كپی برابر اصل كروكي عدم سازش ممهور به مهر افسر ترسيم كننده كروكی و مهر منطقه يا پاسگاه راهنمائی و رانندگی (پليس راه).  •    اصل يا كپی برابر اصل گزارش كلانتری يا پاسگاه راهنمائی و رانندگی (پليس راه).  •    اصل يا كپی برابر اصل دادخواست شاكی.  •    اصل يا كپی برابر اصل برگه های بازجوئی طرفين حادثه  •   ارائه اصل يا كپی برابر اصل برگه اعتراف به تقصير مقصر حادثه يا رای قطعی دادگاه يا شورای حل اختلاف مبنی بر محكوميت مقصر/گزارش اصلاحی/ قرارمنع تعقيب/ گزارش هيات  های كارشناسی.  •    اصل يا كپی برابر اصل نامه مرجع قضايی به شركت بيمه البرز.  •    اصل يا كپی برابر اصل گزارش كارشناس رسمي دادگستری (در صورت اعتراض به كروكي).  •    اصل مدارك طرفين حادثه (بيمه  نامه، گواهینامه متناسب با نوع خودرو، كارت خودرو، كارت ملی)  • در صورتی که خسارت تا مبلغ ده ميليون ريال باشد حضور راننده زيان ديده به همراه خودرو کافیست و در مواردي كه خسارت زيان ديده بيش از ده ميليون ريال باشد حضور طرفين حادثه به همراه خودرو راننده مقصر و زيان ديده در واحد پرداخت خسارت ضروری است.,پرداخت خسارت مالی بیمه شخص ثالث البرز,برای دریافت خسارت بیمه البرز چه باید کرد؟
7b0324c2438ae3791a5a4ec665973348,بیمه بازار نخستین سامانه فروش بیمه این امکان را برای شما فراهم کرده است تا با چند کلیک قیمت بیمه ثالث البرز را به صورت آنلاین استعلام گرفته و این بیمه  نامه را خریداری کنید.همچنین در این سامانه این امکان برای شما فراهم شده است تا شرایط و نرخ این بیمه  نامه را با دیگر شرکت  های ارائه دهنده این بیمه مقایسه کنید، و بدین ترتیب آگاهانه بهترین بیمه ثالث را خریداری کنید.,خرید بیمه شخص ثالث البرز از بیمه بازار,برای دریافت خسارت بیمه البرز چه باید کرد؟
4223f81d56949356d6bdc8c8d8804fa5,هر زمان که نیاز فوری داشته باشید می  توانید بدون تشریفات مرسوم و نیاز به ضامن و یا معرف و گیرودارهای قانونی و اداری در کوتاه  ترین زمان و با نرخ بهره بسیار اندک وام بگیرید. می  توانید در بازه  های دلخواه سه ماهه تا دو ساله وام خود را باز پرداخت کنید .همچنین بعد از گذشت یکسال از باز پرداخت وام می  توانید برای وام جدید درخواست بدهید. - در مورد افرادی که شکیبایی لازم برای پس انداز کردن را ندارند و هر آن ممکن است زحمات خود و هر آنچه ذخیره کرده xad  اند را به باد هوا دهند بیمه عمر بسیار موثر است و می  تواند نظم خوبی به این سرمایه گذاری مطمئن بدهد. پس شما یک سرمایه  گذاری منظم و مطمئن انجام داده  اید که می  تواند ارثیه مطلوبی هم برای فرزندان و وراث شما باشد زیرا معاف از مالیات است که در بخش بعدی بیش  تر توضیح خواهیم داد. - مبالغی که در قبال بیمه عمر یا تامین آتیه پرداخت می xad  کنید به هر میزانی که باشد شامل پرداخت مالیات نشده و معاف از مالیات است. حتی در صورت مرگ بیمه شده این سرمایه که به وراث او می  رسد از قانون ارث تبعیت نمی  کند و مالیات بر ارث نخواهد داشت و وارث های شما هم از پرداخت مالیات معاف هستند. - در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,دریافت وام هایی با سود کم,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
7b6217086e537cb0ea00ca1c6b7a769f,در مورد افرادی که شکیبایی لازم برای پس انداز کردن را ندارند و هر آن ممکن است زحمات خود و هر آنچه ذخیره کرده xad  اند را به باد هوا دهند بیمه عمر بسیار موثر است و می  تواند نظم خوبی به این سرمایه گذاری مطمئن بدهد. پس شما یک سرمایه  گذاری منظم و مطمئن انجام داده  اید که می  تواند ارثیه مطلوبی هم برای فرزندان و وراث شما باشد زیرا معاف از مالیات است که در بخش بعدی بیش  تر توضیح خواهیم داد.,دریافت وام هایی با سود کم,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
a2b2f77a1095645247dd8564a271c774,مبالغی که در قبال بیمه عمر یا تامین آتیه پرداخت می xad  کنید به هر میزانی که باشد شامل پرداخت مالیات نشده و معاف از مالیات است. حتی در صورت مرگ بیمه شده این سرمایه که به وراث او می  رسد از قانون ارث تبعیت نمی  کند و مالیات بر ارث نخواهد داشت و وارث های شما هم از پرداخت مالیات معاف هستند.,دریافت وام هایی با سود کم,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
4c1c847e71d255ae3dd46dca53bf5bc6,در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,دریافت وام هایی با سود کم,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
1f7345a23888970963992d95fc0d1806,در مورد افرادی که شکیبایی لازم برای پس انداز کردن را ندارند و هر آن ممکن است زحمات خود و هر آنچه ذخیره کرده xad  اند را به باد هوا دهند بیمه عمر بسیار موثر است و می  تواند نظم خوبی به این سرمایه گذاری مطمئن بدهد. پس شما یک سرمایه  گذاری منظم و مطمئن انجام داده  اید که می  تواند ارثیه مطلوبی هم برای فرزندان و وراث شما باشد زیرا معاف از مالیات است که در بخش بعدی بیش  تر توضیح خواهیم داد. - مبالغی که در قبال بیمه عمر یا تامین آتیه پرداخت می xad  کنید به هر میزانی که باشد شامل پرداخت مالیات نشده و معاف از مالیات است. حتی در صورت مرگ بیمه شده این سرمایه که به وراث او می  رسد از قانون ارث تبعیت نمی  کند و مالیات بر ارث نخواهد داشت و وارث های شما هم از پرداخت مالیات معاف هستند. - در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,پس اندازی مطمئن,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
a2b2f77a1095645247dd8564a271c774,مبالغی که در قبال بیمه عمر یا تامین آتیه پرداخت می xad  کنید به هر میزانی که باشد شامل پرداخت مالیات نشده و معاف از مالیات است. حتی در صورت مرگ بیمه شده این سرمایه که به وراث او می  رسد از قانون ارث تبعیت نمی  کند و مالیات بر ارث نخواهد داشت و وارث های شما هم از پرداخت مالیات معاف هستند.,پس اندازی مطمئن,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
4c1c847e71d255ae3dd46dca53bf5bc6,در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,پس اندازی مطمئن,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
ad59a064283f39b85ffca9b576ec5c8d,مبالغی که در قبال بیمه عمر یا تامین آتیه پرداخت می xad  کنید به هر میزانی که باشد شامل پرداخت مالیات نشده و معاف از مالیات است. حتی در صورت مرگ بیمه شده این سرمایه که به وراث او می  رسد از قانون ارث تبعیت نمی  کند و مالیات بر ارث نخواهد داشت و وارث های شما هم از پرداخت مالیات معاف هستند. - در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,معافیت مالیاتی,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
4c1c847e71d255ae3dd46dca53bf5bc6,در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,معافیت مالیاتی,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
4c1c847e71d255ae3dd46dca53bf5bc6,در هنگام بیماری و زمانی که نیاز به درمان   xadهای پزشکی داشته باشید این بیمه نامه به کمک شما خواهد آمد. بیمه شدگان در برابر هزینه  های سنگین بیماری  های خاص مانند سکته قلبی، سکته مغزی، سرطان، عمل قلب باز و پیوند اعضای اصلی بدن تحت پوشش بیمه خواهند بود. برای دریافت کمک هزینه  ها حتی نیازی به ارائه فاکتور هم نیست و حداکثر تا سی درصد سرمایه بیمه عمر پرداخت می  شود.,پوشش بیماری‌های خاص,چرا به بیمه‌ عمر و سرمایه‌گذاری نیاز داریم؟
d888136f9efa20e95a6a31d01b97888f,همانطور که گفته شد این بیمه نوع بیمه تکمیلی است که در دسته بیمه  های گروهی قرار می  گیرد و هزینه  های درمان، جراحی  های پرهزینه، نازایی و ناباروری را تحت پوشش قرار می  دهد. این بیمه  نامه برای درمان  های پاراکلینیکی، ویزیت پزشکان و پیوند اعضا نیز خدمات قابل قبولی به افراد تحت پوشش ارائه می  دهد.,بیمه فرهنگیان چیست؟,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
6157c2fe8c05f578d3108ceedf121f63,وزارت آموزش و پرورش از ابتدای تیر ماه 1402 قراردادی را با شرکت دانا منعقد نمود. فرهنگیان از این تاریخ به بعد باید از بیمه تکمیلی دانا استفاده نمایند. چنانچه از بیمه تکمیلی آموزش و پرورش استفاده می  کنید، می  توانید افراد تحت تکفل خود را نیز تحت پوشش این بیمه قرار دهید.,بیمه تکمیلی فرهنگیان دانا,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
324d005331741149f4af2436b2df2961,شما می  توانید با ثبت  نام در سایت بیمه تکمیلی فرهنگیان خود و افراد تحت تکلفتان را از خدمات بیمه تکمیلی بهره  مند سازید. برای ثبت  نام در این سامانه کافی  ست مراحل زیر را دنبال کنید  - ابتدا نشانی اینترنتی apps1.da a-i sura ce.ir را جست  وجو کنید.  بعد از وارد شدن به پورتال بیمه دانا بر روی بخش سامانه ثبت نام شاغلین آموزش و پرورش کلیک کنید.  در مرحله بعد، به صفحه نام نویسی بیمه دانا فرهنگیان 1402 وارد خواهید شد.,نحوه ثبت‌نام در سایت بیمه دانا فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
8c4a01b9bcc945b567c5e09e0eddc7bf,موارد تحت پوشش بیمه تکمیلی فرهنگیان دانا به شرح زیر است  - پرداخت هزینه بستری و جراحی در بیمارستان  پرداخت هزینه  های همراه بیمار بستری شده در بیمارستان  هزینه  های زایمان طبیعی و سزارین  پوشش هزینه  های درمان نازایی  جراحی و رفع عیوب چشم  خرید سمعک    پرداخت هزینه  های آمبولانس و سایر فوریت  های پزشکی  پاراکلینیکی گروه اول  رادیوگرافی، ماموگرافی، سی تی اسکن، آندوسکوپی، تست تراکم استخوان، آنژیو قلب، اکوی چشم  پرداخت خسارت  های پاراکلینیکی گروه دوم  تست ورزش، تست آلرژی، تست تنفسی، شنوایی  سنجی، بینایی  سنجی، نوار قلب، خدمات پرتوپزشکی، نوار مثانه، پریمتری چشم، هولتر فشار خون    پاراکلینیکی گروه سوم و چهارم  خدمات پاتولوژی، ژنتیک پزشکی، تست غربالگری و آزمایش  های جنین  پاراکلینیکی گروه پنجم  کاردرمانی، گفتاردرمانی، طب سوزنی، لیزر  تراپی، مکنت  تراپی و…  عمل  های سرپایی مانند شکستگی،دررفتگی، لیزر درمانی، تخلیه کیست، گچ  گیری و…  خرید عینک طبی یا لنز با تجویز پزشک متخصص  پرداخت هزینه شیمی درمانی، رادیوتراپی، جراحی  های مرتبط با قلب، مغز و اعصاب، ستون فقرات، ریه کبد، کلیه و….,بیمه تکمیلی فرهنگیان شامل چه مواردی می‌شود؟,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
6e47f8b0db3925e41eae240c5f9bc77e,شرایط استفاده از بیمه فرهنگیان به شرح زیر است  - کارکنان آموزش و پرورش موظف هستند همسر و فرزندان خود را تحت پوشش قرار دهند. در واقع افراد نمی  توانند اشخاص تحت تکفل خود را به صورت انتخابی تحت پوشش قرار دهند. - چنانچه فرهنگیان تمایلی به استفاده از این طرح نداشته باشند، نیازی به انجام هیچ اقدامی نخواهند داشت زیرا ثبت نام کردن در این سایت به منزله انصراف است و هیچ مبلغی از فیش حقوقی آن  ها کسر نخواهد شد.,شرایط و مفاد بیمه دانا فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
ee8c73817249652fb9c58b30198481dc,کارکنان آموزش و پرورش موظف هستند همسر و فرزندان خود را تحت پوشش قرار دهند. در واقع افراد نمی  توانند اشخاص تحت تکفل خود را به صورت انتخابی تحت پوشش قرار دهند.,شرایط و مفاد بیمه دانا فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
1c7616ea605edeee80de4d7980e914e6,چنانچه فرهنگیان تمایلی به استفاده از این طرح نداشته باشند، نیازی به انجام هیچ اقدامی نخواهند داشت زیرا ثبت نام کردن در این سایت به منزله انصراف است و هیچ مبلغی از فیش حقوقی آن  ها کسر نخواهد شد.,شرایط و مفاد بیمه دانا فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
87942d4070dfc693c6f6c7610345019c,هزینه بیمه تکمیلی فرهنگیان در سال 1402 برای هر فرد معادل 395 هزار تومان تعیین شده است. یک سوم این مبلغ یعنی 132 هزارتومان آن توسط کارمند و دو سوم دیگر آن یعنی 263 هزارتومان آن توسط دولت پرداخت می  شود. حق بیمه فرزندان و همسر کارمندان نیز از حقوق بیمه شده کسر خواهد شد.,حق‌ بیمه پرداختی بیمه تکمیلی فرهنگیان در سال ۱۴۰۲,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
289c75aaa9dc6fcbb712ab78770173dd,افراد تحت پوشش بیمه فرهنگیان می  توانند به دو صورت برای استفاده از این بیمه اقدام نمایند  - بیمه  شدگان می  توانند با به همراه داشتن معرفی  نامه به مراکز درمانی طرف قرارداد مراجعه نمایند. صدور معرفی  نامه بیمه دانا به دو صورت انجام می  شود  - مراجعه آنلاین به سامانه پذیرش آنلاین بیمه دانا با عنوان سپاد 1 و سمپاد 2  مراجعه به صورت حضوری به شعب بیمه دانا - اصل کارت ملی  گواهی پزشک معالج شامل اطلاعاتی مانند نام و نام خانوادگی بیمار، نوع بیماری، تشخیص اولیه پزشک، نام پزشک، اقدام درمانی و تاریخ بستری بیمار  تایید پزشک بیمه  گر در صورت انجام عمل جراحی - سقف تعهدات بیمه تکمیلی فرهنگیان در سال 1402 6 میلیون تومان است. خدمات دندانپزشکی بیمه فرهنگیان به شرح زیر است  - کشیدن دندان  ترمیم دندان  درمان ریشه  جرم  گیری  روکش  جراحی لثه - نکته  خدمات زیبایی تحت پوشش این بیمه قرار نمی  گیرند.,نحوه استفاده از خدمات بیمه فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
74ac98560ffadd8ccdd58b4e03e5b77d,بیمه  شدگان می  توانند با به همراه داشتن معرفی  نامه به مراکز درمانی طرف قرارداد مراجعه نمایند. صدور معرفی  نامه بیمه دانا به دو صورت انجام می  شود  - مراجعه آنلاین به سامانه پذیرش آنلاین بیمه دانا با عنوان سپاد 1 و سمپاد 2  مراجعه به صورت حضوری به شعب بیمه دانا,نحوه استفاده از خدمات بیمه فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
92e7c1339e14f1845fdcfd839efd39b9,اصل کارت ملی  گواهی پزشک معالج شامل اطلاعاتی مانند نام و نام خانوادگی بیمار، نوع بیماری، تشخیص اولیه پزشک، نام پزشک، اقدام درمانی و تاریخ بستری بیمار  تایید پزشک بیمه  گر در صورت انجام عمل جراحی,نحوه استفاده از خدمات بیمه فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
e42444df29094ddfd50e7583db7b87a5,سقف تعهدات بیمه تکمیلی فرهنگیان در سال 1402 6 میلیون تومان است. خدمات دندانپزشکی بیمه فرهنگیان به شرح زیر است  - کشیدن دندان  ترمیم دندان  درمان ریشه  جرم  گیری  روکش  جراحی لثه - نکته  خدمات زیبایی تحت پوشش این بیمه قرار نمی  گیرند.,نحوه استفاده از خدمات بیمه فرهنگیان,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
ce4d55ec7288a8b8596933fc8341e872,بیمه اکمل فرهنگیان بازنشسته بیمه  ای است که به کارکنان بازنشسته آموزش و پرورش و افراد تحت تکفل آن  ها تعلق می  گیرد. ثبت  نام بیمه اکمل فرهنگیان به صورت آنلاین از طریق سایت retireme t.ir انجام می  شود. لازم به ذکر است که ثبت  نام این بیمه در بازه زمانی خاص انجام می  شود و همیشه در دسترس نیست. - مزایا و معایب بیمه اکمل فرهنگیان بازنشسته به شرح زیر است  - مزایا - ارائه پوشش  های درمانی بیشتر نسبت به بیمه پایه    پرداخت هزینه  های دندان  پزشکی  پرداخت هزینه   خرید عینک و لنز  پوشش هزینه  های درمانی افراد تحت تکفل - معایب - هزینه این بیمه نسبت به بیمه پایه بالاتر است.,بیمه اکمل فرهنگیان بازنشسته,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
5e625169de35cdd42ce8464ced069886,مزایا و معایب بیمه اکمل فرهنگیان بازنشسته به شرح زیر است  - مزایا - ارائه پوشش  های درمانی بیشتر نسبت به بیمه پایه    پرداخت هزینه  های دندان  پزشکی  پرداخت هزینه   خرید عینک و لنز  پوشش هزینه  های درمانی افراد تحت تکفل - معایب - هزینه این بیمه نسبت به بیمه پایه بالاتر است.,بیمه اکمل فرهنگیان بازنشسته,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
601f5c42aef40cd8b2892148646abd50,در این پست با بیمه تکمیلی فرهنگیان دانا و پوشش  های آن آشنا شدیم. چنانچه سوال یا تجربه  ای در زمینه دریافت این بیمه  نامه دارید می  توانید در بخش نظرات با ما درمیان بگذارید. همچنین برای مشاهده قیمت  های انواع بیمه تکمیلی و خرید آن می  توانید به سایت بیمه بازار مراجعه نمایید.,جمع‌بندی,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
26e3c78f8254aa32669cbf23a2eadace,بیمه تکمیلی فرهنگیان چیست؟ - بیمه تکمیلی فرهنگیان در دسته بیمه  های گروهی قرار می  گیرد و هزینه  های درمانی کارکنان آموزش و پرورش و افراد تحت تکفل آنها را پوشش می  دهد. - چگونه می  توان از بیمه تکمیلی فرهنگیان استعلام دریافت کرد؟ - برای استعلام بیمه تکمیلی فرهنگیان می  توانید به سامانه سنهاب بیمه مرکزی مراجعه نمایید.,سوالات متداول,بیمه تکمیلی فرهنگیان چیست و چه شرایطی دارد؟
e21b1a196b5ff3acd53850b034615f45,یکی از مهم  ترین موضوعاتی که درباره بیمه بدنه باید بدانیم این است که بیمه بدنه تحت چه شرایطی هزینه خسارت وارد شده   به خودرو در تصادفات را پرداخت می  کند. در این باره باید گفت بیمه بدنه در چهار حالت زیر هزینه خسارت وارد شد به خودرو را پرداخت می  کند  - ۱- در حادثه تصادف راننده بیمه  گذار مقصر شناخته شود. - ۲- در حادثه تصادف راننده بیمه  گذار مقصر شناخته نشود. - ۳- در صورتی که در حادثه تصادف راننده خودروی مقصر فرار کرده باشد. - ۴- در صورتی که در حادثه تصادف خودروی زیان  دیده در دسته خودروهای گران  قیمت باشد. بیشتر بخوانید,بیمه بدنه تحت چه شرایطی در تصادفات خسارات را پرداخت می‌کند؟,مراحل و مدارک لازم برای پرداخت خسارت بیمه بدنه
4a24afa7e76582331644044951083f30,بیمه  گزار متناسب با پوشش  هایی که هنگام خرید بیمه بدنه انتخاب کرده است می  تواند از خسارت بیمه بدنه استفاده کند و خسارت وارده شده به خودرو را از شرکت بیمه دریافت نماید. البته در صورتی که در حادثه تصادف بیمه  گزار مقصر حادثه نباشد، برای جبران خسارت ابتدا می  بایست از بیمه شخص ثالث راننده مقصر حادثه استفاده کند و در صورتی که بیمه شخص ثالث تمامی خسارت را پرداخت نکند برای دریاقت باقیمانده خسارت از بیمه بدنه خود استفاده کند.,چه زمانی می‎توان از خسارت بیمه بدنه استفاده کرد؟,مراحل و مدارک لازم برای پرداخت خسارت بیمه بدنه
