id,content,parent,topic
db524566-9c08-4fb9-9b3f-e86c969b9e71,"['بیمهگذار میتواند بعد از گذشت مدتی (که این مدت به قوانین شرکت بیمه بستگی دارد) اقدام به فسخ قرارداد خود کند. در این شرایط، بیمهگذار معادل ارزش بازخرید بیمهنامه را دریافت کند.', 'به طور کلی ارزش بازخرید بیمه عمر برابر است با مجموع حق بیمههای پرداختی به علاوه سودهایی که به آن تعلق میگیرد. اما اگر بازخرید زودتر از سال پنجم صورت بگیرد، به علت کسر هزینههای بیمهگری، ارزش آن از مجموع مبلغ پرداختی کمتر است.در ۵ سال اول، هزینههای صدور، معاینات، کارمزدها، هزینههای اداری و… از ذخیره این ۵ سال کم میشود. به همین دلیل اگر زیر ۵ سال اقدام به بازخرید بیمهنامه کنید، مبلغی کمتر از مجموع پرداختیتان دریافت میکنید. اگر قصد بازخرید دارید بهتر است بعد از حداقل ۵ سال این کار را انجام دهید.', 'با توجه به جدول بیمه عمر که هر یک از شرکتهای بیمه ارائه میکنند، بر اساس مدت زمانی که از شروع قرارداد گذشته، مبلغ بازخرید محاسبه میشود. برای مثال ممکن است نحوه محاسبه بیمه عمر آسیا با بیمه عمر پارسیان متفاوت باشد. بسته به سیاستهای شرکت، بیمهگذار میتواند مبلغ بازخرید را یکجا یا در شرایط خاصی بهصورت مستمری دریافت کند.']",بازخرید بیمه عمر,بازخرید بیمه عمر
f4e39cd5-26ed-4b79-af5b-a13eec8c52e2,['ارزش بازخریدی و سرمایهگذاری در سالهای اول تا پنجم به ترتیب معادل ۹۰، ۹۲، ۹۴، ۹۶، ۹۸ و در سال ششم و بعد از آن معادل ۱۰۰درصد اندوخته سرمایهگذاری، البته پس از کسر هزینههای وصول نشده خواهد بود.'],بازخرید بیمه عمر,بازخرید بیمه عمر
747acaed-ac4e-4b0d-ba0a-cf90c295b174,"['مراجعه به نمایندگی بیمه ارائه اصل بیمهنامه تکمیل فرم مربوط به بازخرید بیمه عمر', 'پس از تکمیل فرم، قرارداد شما فسخ شده و شرکت بیمه متعهد میشود تمامی اندوخته بیمهگذار را به حساب بانکی او واریز کند.']",بازخرید بیمه عمر,بازخرید بیمه عمر
c80b8d3a-fee4-4c43-89b7-e020d82ab53a,['شرکتها در ارائهی بیمه عمر، شرایط متفاوتی دارند. برای انتخاب بهترین بیمه عمر لازم است شرکتها را از نظر معیارهای مختلف با یکدیگر مقایسه کنید. برای مقایسه بیمه عمر و شرایط آن در شرکتهای مختلف، میتوانید از طریق سایت بیمهبازار اقدام کرده و بهترین بیمه عمر متناسب با شرایط مورد نظر خود را انتخاب کنید. صفحه مقایسه بیمه عمر، پیشنهادهای مختلف را مطابق با مشخصات شما نمایش میدهد. اطلاعات مقایسه بیمه عمر و رتبهبندی شرکتهای بیمه نیز بر اساس آمار بیمه مرکزی ارائه میشود تا شما بتوانید بعد از بررسی و مقایسه شرکتها، انتخاب مطمئنی داشته باشید. برای مثال جهت خرید بیمه عمر آسیا میتوانید پس از مقایسه شرایط این بیمه با سایر بیمهها و اطمینان از خرید، سفارش خود را آنلاین ثبت کنید.'],مقایسه بیمه عمر,بازخرید بیمه عمر
ac4080d6-8ed3-45f4-9d41-5ad5ca02522b,"['به طور کلی بیمههای تامین اجتماعی به دوسته تقسیم میشوند:', 'تمام کسانی که در قبال دریافت حقوق و دستمزد در شرکتها، کارگاهها و… کار میکنند و مشمول قانون کار میشوند.', 'که خود ۲ نوع است: ۱- بیمه اختیاری ۲- بیمه حرف و مشاغل آزاد.', 'حق بیمه ۲۶ درصد هست و خدماتی چون ازکارافتادگی، فوت، تعهداتی مانند درمان، هزینههای پروتز و اروتز، هزینههای کفنودفن و از همه مهمتر مستمری بازنشستگی را دربرمیگیرد.', 'بازنشستگی و فوت بعد از بازنشستگی ۱۲%: با انتخاب حقوق حداقلی، ۱۸۲ هزارتومان پرداخت میکنید. بازنشستگی و فوت قبل و بعد از بازنشستگی ۱۴%: با انتخاب حقوق حداقلی، ۲۱۲ هزارتومان پرداخت میکنید. بازنشستگی و فوت قبل و بعد از بازنشستگی و ازکارافتادگی ۱۸%: با انتخاب حقوق حداقلی، ۲۷۳ هزارتومان پرداخت میکنید. بازنشستگی و فوت قبل و بعد از بازنشستگی و ازکارافتادگی ۱۸% و سرانه درمان برای خدمات درمانی (حق بیمه بهاصطلاح کامل): با انتخاب حقوق حداقلی، ۲۷۳ هزارتومان بهاضافه سرانه درمان مصوب سال ۹۶ را پرداخت میکنید.', 'حتما بخوانید: بیمه تأمین اجتماعی خویش فرما را بهتر بشناسید.', 'حداقل ۳۰ روز سابقه پرداخت حق بیمه حداکثر سن مجاز ۵۰ سال برای خانمها و آقایان اگر سنتان بالای ۵۵ بود؛ برای مثال شما ۵۷ سال سن دارید و میخواهید بیمه اختیاری شوید، باید ۲ سال سابقه حق بیمه را پرداخت کنید یا اگر ۶۰ سال دارید ۵ سال را باید پرداخت کنید. اگر سابقه پرداخت حق بیمه بالای ۱۰ سال را دارید، شرط سنی برای شما لحاظ نمیشود و با هر سنی میتوانید بیمه شوید. اگر با ۱۰ سال سابقه پرداخت حق بیمه شرایط لازم برای بازنشستگی را داشته باشید؛ ۱۰ روز از سی روز میانگین حقوق ۲ سال آخر که پرداخت کردید را دریافت میکنید.', 'یک مثال ساده: فرض کنید میانگین حقوق شما در ۲ سال پایانی ۱ میلیون تومان است، شما ۳۳۳ هزارتومان حقوق دریافت خواهید کرد.']",انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
d1815dea-dcf3-409c-8756-c8006ea0b8ce,['تمام کسانی که در قبال دریافت حقوق و دستمزد در شرکتها، کارگاهها و… کار میکنند و مشمول قانون کار میشوند.'],انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
5267ec4b-7a26-4714-824c-e3a81d1978af,['که خود ۲ نوع است: ۱- بیمه اختیاری ۲- بیمه حرف و مشاغل آزاد.'],انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
3507e99d-2651-4f05-bee6-ee08ca38f9f2,['حق بیمه ۲۶ درصد هست و خدماتی چون ازکارافتادگی، فوت، تعهداتی مانند درمان، هزینههای پروتز و اروتز، هزینههای کفنودفن و از همه مهمتر مستمری بازنشستگی را دربرمیگیرد.'],انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
55ff5788-2367-476e-91c9-14fae44cc651,"['بازنشستگی و فوت بعد از بازنشستگی ۱۲%: با انتخاب حقوق حداقلی، ۱۸۲ هزارتومان پرداخت میکنید. بازنشستگی و فوت قبل و بعد از بازنشستگی ۱۴%: با انتخاب حقوق حداقلی، ۲۱۲ هزارتومان پرداخت میکنید. بازنشستگی و فوت قبل و بعد از بازنشستگی و ازکارافتادگی ۱۸%: با انتخاب حقوق حداقلی، ۲۷۳ هزارتومان پرداخت میکنید. بازنشستگی و فوت قبل و بعد از بازنشستگی و ازکارافتادگی ۱۸% و سرانه درمان برای خدمات درمانی (حق بیمه بهاصطلاح کامل): با انتخاب حقوق حداقلی، ۲۷۳ هزارتومان بهاضافه سرانه درمان مصوب سال ۹۶ را پرداخت میکنید.', 'حتما بخوانید: بیمه تأمین اجتماعی خویش فرما را بهتر بشناسید.']",انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
d872d478-9865-44f5-9412-840da3854254,"['حداقل ۳۰ روز سابقه پرداخت حق بیمه حداکثر سن مجاز ۵۰ سال برای خانمها و آقایان اگر سنتان بالای ۵۵ بود؛ برای مثال شما ۵۷ سال سن دارید و میخواهید بیمه اختیاری شوید، باید ۲ سال سابقه حق بیمه را پرداخت کنید یا اگر ۶۰ سال دارید ۵ سال را باید پرداخت کنید. اگر سابقه پرداخت حق بیمه بالای ۱۰ سال را دارید، شرط سنی برای شما لحاظ نمیشود و با هر سنی میتوانید بیمه شوید. اگر با ۱۰ سال سابقه پرداخت حق بیمه شرایط لازم برای بازنشستگی را داشته باشید؛ ۱۰ روز از سی روز میانگین حقوق ۲ سال آخر که پرداخت کردید را دریافت میکنید.', 'یک مثال ساده: فرض کنید میانگین حقوق شما در ۲ سال پایانی ۱ میلیون تومان است، شما ۳۳۳ هزارتومان حقوق دریافت خواهید کرد.']",انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
05259100-37b6-4efc-b9b2-f5537b4cc388,"['مواردی چون غرامت دستمزد در ایام بیماری و البته مرخصی زایمان، ازکارافتادگی جزئی و حوادثی که ناشی از کار است.', 'برای مثال در بیمه اجباری اگر در محل کار حادثهای اتفاق بیفتد شامل دریافت غرامت ازکارافتادگی و یا مستمری بازماندن میشود. ولی مشاغل آزاد به دلیل نداشتن کارگاه (یعنی در کارگاهی کار نمیکنند) و البته نداشتن کارفرما این موارد را شامل نمیشود. اما در پرداخت مستمری بازنشستگی تفاوتی با بیمههای اجباری ندارد.']",چه مواردی که شامل بیمه صاحبان حرف و مشاغل آزاد نمی‌شود؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
f9433f96-68a5-4add-81a5-0041719b638e,['در بیمه مشاغل آزاد شما حق دارید نوع بیمه و خدمات موردنظر خود را انتخاب کنید! درصورتیکه در بیمه اجباری همه خدمات و تعهدات که در چارچوب قانون به بیمهشده، ارائه میشود مانند انواع مستمری و درمان و… حق بیمه در حرف و مشاغل آزاد شامل ۱۸% و سرانه درمان است. ولی در بیمه اجباری همه خدمات با پرداخت ۳۰% از حقوق ارائه میشود.'],حق بیمه در بیمه اجباری و مشاغل آزاد چقدر است؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
e18acc6a-f3bb-400a-86db-118c7552b8b4,['در بیمه اجباری استفاده از خدمات درمان رایگان است، در بیمه مشاغل آزاد مبلغی بهعنوان فرانشیز را خود بیمهشده پرداخت میکند.'],تفاوت در استفاده از دفترچه بیمه و خدمات درمانی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
10ae62a2-a77e-432a-b263-e31b7f28c7ad,['در بیمه اجباری، شرط اصلی پرداخت کمک هزینه کفنودفن برقرار بودن ارتباط بین بیمهشده با کارفرماست (در کارگاهی که مشمول قانون تأمین اجتماعی است). در بیمه مشاغل آزاد این کمکهزینه به دلیل نبود رابطه کارگر و کارفرما پرداخت نمیشود.'],هزینه کفن دفن در بیمه اجباری و مشاغل آزاد,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
0a27a8e5-8d64-43f7-af41-d4ae5b20622e,['حقبیمه ای که براساس دستمزد و حقوق پرداختی توسط کارفرما محاسبه و تعیین میشود. حقبیمهای که براساس ماده ۳۵ قانون تامین اجتماعیتوسط سازمان تامین اجتماعیبرای برخی از مشاغل تعیین میشود. حقبیمهای که برای بیمه مشاغل آزاد و بیمه اختیاری (بیمه خویشفرما) تعیین میشود که بر اساس دستمزد و حقوق اعلامی متقاضی و قرارداد بین بیمهشده و تأمین اجتماعی تعیین میشود. در این حالت میزان دستمزد اعلامی میبایست بین حداقل و حداکثر دستمزد سال موردنظر باشد.'],️ انواع مختلف حق بیمه در بیمه تأمین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
8fb48471-c81e-4d44-9b71-39973bc6b7e9,['مرجع شکایت در بیمههای اجباری هیئت حل اختلاف وزارت کار هست و برای مشاغل آزاد دیوان عدالت اداری و محاکم قضایی هست.'],مرجع شکایت از بیمه تامین اجتماعی در بیمه خویش‌فرما و اجباری کدام است؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
332c185c-af94-4e63-87ab-7bae16569003,"['در بیمه اجباری که مشمول قانون کار هست، بیمه بیکاری وجود دارد. ولی در بیمه اختیاری و مشاغل آزاد که رابطه کارگری و کارفرمایی وجود ندارد (کارفرما وجود ندارد)، یعنی به دلیل خوداشتغالی، اصلاً امکان اخراج از کار وجود ندارد بیمه بیکاری نیز منتفی است. پس ۳% حق بیمه بیکاری در مشاغل آزاد پرداخت نمیشود.', 'بیشتر بخوانید:بیمه بیکاری و شرایط و مدارک لازم جهت دریافت آن در سال ۱۴۰۱']",بیمه بیکاری مشمول چه کسانی می‌شود؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
a29df475-5166-4791-8c26-8d549c06a005,"['بله به دلیل اینکه رابطه کارگری و کارفرمایی در این نوع بیمه وجود ندارد؛ پس کارفرمایی هم نیست که این هزینه توسطش پرداخت شود، بنابراین این مبلغ فقط به بیمهشدگان اجباری تعلق میگیرد.', 'در جدول زیر به طور کامل و خلاصه شرایط و میزان حق بیمههای بیمه اجباری و بیمه خویشفرما را آوردیم تا با استفاده از اطلاعات انتخاب بهتری داشته باشید!']",️ هزینه عائله‌مندی به چه کسانی پرداخت می‌شود؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
11ede7ba-945c-41f1-a0e0-6430aea35d6a,['بیمههای تامین اجتماعی به دو گروه اجباری و خویش فرما دستهبندی میشوند. در این مقاله به بررسی ویژگیها شرایط دریافت هریک پرداختیم. فراموش نکنید جهت خرید و استعلام تمام بیمهها، سامانه بیمه بازار در دسترس شما قرار دارد. شما میتوانید از طریق سایت بیمه بازار بیمهنامه خود را به صورت آنلاین خریداری کرده و آن را در کوتاهترین زمان ممکن در محل مورد نظر خود دریافت نمایید.'],جمع‌بندی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!
21c79644-ded1-4bff-9066-7e724415b6e2,"['اصولا باید پیش از استارت زدن ماشین، مواردی را چک کنید؛ آمپرهای مختلف، وضعیت باد تایرها، بنزین و موارد دیگر؛ اگر مسیر طولانی است، این چک کردنها اهمیت بیشتری پیدا میکنند و اگر هم قصد شروع سفری زمستانی را دارید، نه تنها این چک کردنها حیاتی است، بلکه باید موارد دیگری هم به آن اضافه کنید.', 'یک چک لیست تهیه کنید و تمام مواردی که نیاز به بررسی دارند، در آن یادداشت کنید. این چک لیست را به چند قسمت تقسیم کنید تا بررسی بهتر و کارآمدتری از موارد داشته باشید. بخشی از این چک لیست را به موتور خودرو و مواردی که باید چک شوند، اختصاص دهید. این موارد در ادامه فهرست شدهاند؛', 'روغن موتور: این مورد البته مختص زمستان نیست و باید در هر شرایطی حواستان به روغن موتور باشد. اگر سطح روغن موتور پایینتر از حد مجاز باشد، باید مقداری روغن موتور اضافه کنید. البته باید در فواصل مشخصی که با توجه خودرو و نوع روغن تعیین میشوند، برای این کار اقدام کنید. برای فصل زمستان بهتر است که از روغنی با ویسکوزیته بالا استفاده کنید. روغن موتور با ویسکوزیته بالا در هوای سرد غلیظتر است و میتواند به خوبی قطعات موتور را روانکاری کند.', 'فیلتر روغن موتور: فیلتر روغن ذرات و آلودگیهای موجود در روغن موتور را فیلتر میکند. در هوای سرد این ذرات و آلودگیها میتوانند به قطعات موتور آسیب بیشتری برسانند.', 'ضد یخ: یکی از اولین تمهیدات برای سفر زمستانی، ضد یخ است؛ همانطور که از اسمش پیداست، این ماده مانع یخ زدن آب در موتور میشود. ضد یخ معمولاً از ترکیب آب و اتیلن گلیکول تشکیل شده است. اتیلن گلیکول یک مایع شیمیایی است که نقطه انجماد آن پایینتر از آب است و با شدن به آب، نقطه انجماد محلول افزایش مییابد و از یخزدگی آن جلوگیری میشود.رنگ ضد یخ نشاندهنده نوع آن و میزان غلظت اتیلن گلیکول در آن است.', 'سبز: این نوع ضد یخ برای اکثر خودروها مناسب است. قرمز: ضد یخ رمز رنگ برای خودروهایی که از آلیاژ آلومینیوم در سیستم خنککننده خود استفاده میکنند، گزینه مناسبی است.', 'نارنجی: این نوع ضد یخ هم مختص خودروهایی است که در دماهای بسیار پایین کار میکنند.', 'نکات زیر را هم در استفاده از ضد یخ در ذهن داشته باشید؛', 'همیشه از ضد یخی استفاده کنید که با مشخصات خودروی شما مطابقت داشته باشد. ضد یخ را به طور منظم چک کنید و در صورت نیاز، آن را تعویض کنید. هرگز از آب مقطر به تنهایی برای پر کردن سیستم خنک کننده خودرو استفاده نکنید.', 'روغن ترمز: ترمزها حیاتیترین بخش امنیت خودرو هستند. حتما پیش از مسافرتهای طولانی و به خصوص سفر در زمستان، روغن ترمز خودرو را چک کنید.', 'بنزین: حتما پیش از شروع سفر، باک بنزین خودرو را به طور کامل پر کنید. ممکن است در راهبندان گرفتار شوید یا امکان بنزین زدن در مراکز رفاهی و پمپ بنزینها را پیدا نکنید.', 'بخاری و سیستم گرم کننده: حتما بررسی کنید که بخاری خودرو به خوبی کار میکند و سیستم تنظیم گرمای آن در وضعیت خوبی قرار دارد. همچنین نباید هیچ بوی نامطبوعی مثل بوی روغن یا دود از آن به مشام برسد. اگر چنین بود، حتما پیش از شروع سفر مشکلات آن را رفع کنید.', 'تهویه مطبوع: معمولا در سرما شیشههای خودرو بالاست. در این شرایط سیستم تهویه خودرو، عمل گردش هوا را انجام میدهد. اگر این سیستم تهویه با مشکل روبرو است، حتما باید توسط یک متخصص بازبینی و در صورت لزوم تعمیر شود. همچنین تهویه مطبوع مانع بخار گرفتن شیشههای میشود.', 'گرمکن شیشهها: تمام خودروها مجهز به گرمکن شیشه عقب هستند. برخی از مدلهای جدیدتر شاید این سیستم را برای تمام شیشههای خودرو داشته باشند. حتما از کارکرد درست و بینقص آن مطمئن شوید.', 'برف پاکنها: در شرایط برف و باران دید شما به شدت کاهش مییابد. در این شرایط برف پاکنها جزئی حیاتی هستند. مطمئن شوید که آنها رد وضعیت خوبی قرار دارند و خوردگی یا نقصی در عملکرد آنها وجود ندارد. منبع آب برف پاکن را هم پر کنید و کمی مایع شیشهشوی برای شستشوی بهتر و الکل برای جلوگیری از یخ زدگی آب به آن اضافه کنید.', 'چراغها: اگر چراغهای ضعیف هستند یا مشکل دیگری در آنها وجود دارد، حتما پیش از حرکت آنها رفع کنید. چک کنید و ببینید که آیا همه چراغها (راهنماها،مهشکنها و نور بالا و نور پایین) به درستی کار میکنند و نور یکنواخت و دقیقی ساطع میکنند یا خیر.', 'شیشهها: مطمئن شوید که هیچ تَرک یا شکستگی در هیچکدام از شیشهها وجود ندارد. اگر بیش از اندازه کثیف یا کدر شدهاند، حتما نسبت به تمیز کردن یا تعویض شیشه در صورت لزوم اقدام کنید. همچنین از عمکرد بهینه شیشه بالابرها (چه برقی و چه دستی) اطمینان حاصل کنید.', 'آینهها: اگر آینهها تنظیم نمیشوند یا ایرادی در آنها وجود دارد، باید پیش از حرکت نسبت به رفع آنها اقدام کنید. اگر آینههای کناری خودروی شما مجهز به گرمکن هم هستند، بررسی کنید و ببینید به درستی کار میکنند یا نه.', 'لاستیکهای مناسب: برای رانندگی در برف و زمستان، لاستیکهای برفی بهترین گزینه هستند و کارآیی بسیار بالاتری نسبت به لاستیکهای معمولی که اصطلاحا لاستیکهای چهارفصل نامیده میشوند، دارند. لاستیکهای زمستانی از نظر ترکیب لاستیک، آج و طراحی با لاستیکهای تابستانی متفاوت هستند. این لاستیکها نرمتر هستند که در هوای سرد سفت نمیشود.', 'لاستیکهای زمستانی از موادی ترکیب شدهاند که در دماهای پایین انعطافپذیری بیشتر و چسبندگی بهتری را فراهم میکنند. این ویژگیها باعث میشوند که لاستیکهای زمستانی در دماهای سرد، همچون زیر صفر، همچنان عملکرد قابل اطمینانی داشته باشند. آج آنها نیز عمیقتر است و به گونهای طرحی شده که میتواند آب و برف را از زیر خودرو به بیرون ببرد.', 'انواع مختلفی از لاستیکهای زمستانی وجود دارد، از جمله:', 'لاستیکهای یخ شکن میخ دار: این لاستیکها دارای میخهایی هستند که به آنها کمک میکند تا بر روی یخ و برف محکم بمانند. لاستیک گل برفی: این لاستیکها شبیه لاستیکهای یخ شکن میخ دار هستند، اما به جای میخ، دارای شیارهای تیز هستند. لاستیک عملکردی زمستانه: این لاستیکها ترکیبی از لاستیکهای یخ شکن و لاستیکهای گل برفی هستند.', 'زنجیر چرخ: اگر به هر دلیلی نتوانستید از لاستیکهای زمستانی مناسب استفاده کنید، بهترین جایگزین برای آنها زنجیر چرخ است. این زنجیر به دور لاستیکهای جلو یا عقب (بسته به این که خودرو دیفرانسیل جلو یا دیفرانسیل عقب باشد) بسته میشود. این زنجیرها به خودرو کمک میکنند تا در شرایطی که سطح جاده با برف یا یخ پوشیده شده است، کنترل بهتری داشته باشد و از لغزش و ناپایداری جلوگیری کند.', 'نکات استفاده از زنجیر چرخ', 'چند نکته مهم که در استفاده از این زنجیر باید رعایت کنید:', 'انتخاب زنجیر مناسب: حتماً از زنجیرهای مناسب برای اندازه چرخهای خودروتان استفاده کنید. تمرین: پیش از اینکه عازم سفر زمستانی شوید، نحوه بستن درست زنجیر چرخ را تمرین کنید و بر اساس دستورالعملها آن را ببندید. آزمایش کردن عملکرد زنجیرها: پس از نصب زنجیرها، چند متر با خودرو حرکت کنید تا مطمئن شوید که زنجیرها به درستی نصب شده و عملکرد صحیحی دارند. بررسی زنجیرها: حتما پیش از استفاده از زنجیر از سالم بودن نداشتن و زنگ زدگی و شکستگی اطمینان حاصل کنید. مراقبت و نگهداری: پس از استفاده، زنجیرها را با آب بشویید و خشک کنید تا از زنگ زدگی و خوردگی آنها جلوگیری کنید.', 'باتری: از سلامت باتری خودرو مطمئن شوید. ابتدا، بررسی کنید که آیا باتری خود با شارژ کافی برخوردار است یا خیر. دمای پایین میتواند کارایی باتری را کاهش دهد. باتریهای ضعیف ممکن است در شرایط سرد به سرعت تخلیه شوند. اگر باتری ضعیف است، میتوانید با ابزارهای مربوطه یا با استفاده از خدمات یک مکانیک خودرو، میزان شارژ باتری را بررسی کنید. در صورت نیاز، باتری را شارژ کنید یا در صورت فرسودگی زیاد، آن را تعویض کنید. در کل پیش از سفر در زمستان، اطمینان حاصل کنید که تمام اتصالات باتری به درستی محکم شدهاند و سطح الکترولیت در داخل باتری مناسب است.', 'سیستم الکتریکی: پیش از این چراغها و بخشهای مختلف برقی خودرو را بررسی کریدم؛ اما برای تاکید بیشتر و اطمینان بالاتر، موارد زیر را دز ذهن داشته باشید؛', 'چک کردن نورها (نورهای جلو، نورهای ترمز، چراغهای عقب و …) برای اطمینان از کارکرد صحیح آنها در شرایط کم نوری زمستان. بررسی سیستم گرمایشی و کارکرد فنهای خنککننده و دماسنج خودرو برای اطمینان از عملکرد صحیح آنها. بررسی سیستم پنجرهها و قفلها به منظور اطمینان از کارکرد صحیح و عملیاتی بودن آنها در شرایط سرد.', 'سیستم تعلیق خودرو یکی از عناصر مهم و اساسی در عملکرد خودرو در شرایط سرد و زمستانی است. در فصل زمستان، شرایط جادهها به دلیل وجود برف، یخ و سطح آسیبپذیرتر میشود. به همین دلیل، سیستم تعلیق خودرو باید به خوبی کار کند تا بتوانید بهترین عملکرد و کنترل را در برابر شرایط سخت زمستانی داشته باشید. موارد زیر را در رابطه با سیستم تعلیق خودرو بررسی کنید؛', 'وضعیت قطعات سیستم تعلیق فشار باد لاستیکها سیستم تعلیق هوشمند (اگر خودرو به آن مجهز است) نشتیها و آسیبها لوازم یدکی مورد نیاز در صورت امکان', 'مدارک خودرو: مدارک خودرو را به همراه خود داشته باشید و از اعتبار داشتن آنها اطمینان حاصل کنید؛ مدارکی مثل گواهینامه، کارت خودرو و البته بیمه شخص ثالث و بیمه بدنه خودرو. فراموش نکنید قبل از سفر از انقضای بیمه خود اطمینان حاصل نمایید و در صورت نیاز اقداماتی مانندتمدید بیمه و تمدید گواهینامه را انجام دهید در در طول سفر درچار مشکل نشوید.', 'کیسه شن یا نمک: شاید برایتان سوال باشد که چرا باید کیسه شن یا نمک در خودرو داشت. در صورتی که در برف گیر کردید و اکان خروج از آن را نداشتید، میتوانید با ریختن نمک یا شن زیر چرخها و مسیر روبروی آنها، برفها را آب کرده و خودرو را به حرکت دربیاورید. همچنین اگر خودروی شما دیفرانسیل عقب است، داشتن این کیسهها باعث سنگینتر شدن عقب خودرو و چسبندگی بیشتر روی سطح جاده میشود و از سر خوردن و لغزندگی آن جلوگیری می شود.', 'دستکش، طناب و چراغ قوه: داشتن دستکش مناسب زمستان که ضدآب هم باشد، باعث میشود که راحتتر و امن تر زنجیر چرخ را ببنیدید. همچنین اگر مجبور شدید که از ماشین پیاده شوید و اقدام به پاک کردن شیشهها یا موارد دیگر کنید، از این که دستکش به همراه دارید، خوشحال خواهید شد. طناب هم برای مواردی که نیاز به بکسل کردن خودرو دارید، بسیار مفید خواهد بود. کارکرد چراغ قوه هم که مشخص است.', 'جعبه کمکهای اولیه: این مورد تنها به جادههای زمستانی محدود نمیشود، اما در زمستان ممکن است بیشتر به آن نیاز داشته باشید. در این جعبه داروهای مورد نیاز خود، لوازم پانسمان، تجهیزات ضروری برای سرما و مواردی از این دست را قرار دهید.', 'گرمایش اضافی: حتما چند پتوی مسافرتی و نیز لباس گرم و دستکش اضافی نیز همراه داشته باشید. همچنین تجهیزات لازم برای دوشن کردن آتش مثل کبریت، فندک و الکل یا ژل آتش زنه را با رعایت موارد احتیاطی در خودرو قرار دهید', 'مواد غذایی: نوشیدنیهای گرم، بطری آب و مواد مغذی مثل آجیل، شیرینی، شکلات کنسرو که باعث ایجاد گرما و انرژی میشوند، در خودرو داشته باشید.', 'پیش از سفر وضعیت جاده را بررسی کنید و از شرایط بارش یا دما مطلع باشید. میتوانید با جستجو در اینترنت یا تماس با شماره ۱۴۱ از وضعیت راهها اظلاع پیدا کنید. همچنین بهتر است شماره تلفنهای ضروری مثل آتشنشانی، اورژانس، پلیس و همچنین امداد خودرو را داشته باشید.']",نکات ضروری رانندگی در زمستان پیش از سفر,نکات ضروری رانندگی در زمستان
fabf8ae2-86cf-4675-8556-5d86bd4e3781,['یک چک لیست تهیه کنید و تمام مواردی که نیاز به بررسی دارند، در آن یادداشت کنید. این چک لیست را به چند قسمت تقسیم کنید تا بررسی بهتر و کارآمدتری از موارد داشته باشید. بخشی از این چک لیست را به موتور خودرو و مواردی که باید چک شوند، اختصاص دهید. این موارد در ادامه فهرست شدهاند؛'],نکات ضروری رانندگی در زمستان پیش از سفر,نکات ضروری رانندگی در زمستان
