,id,parent,topic,page_content_en,page_content_fa
301,54f3e9dc2780ab8c45eb15de95e7df50,بیمه شخص ثالث,نکته‌های مهم بیمه ثالث و بیمه بدنه که اغلب نمی‌دانیم,"Third party insurance is a type of insurance that covers damages inside the country. If you want to travel outside the country, you can buy a green card insurance. This insurance is for drivers who travel for a short period in the countries that are members of the green card system.",اگر قصد سفر به کشورهای دیگر را دارید باید بیمه نامه شخص ثالث بین المللی تهیه کنید.
302,32173c07cf0f2e8430d931b5c8a85fbb,بعد از فروش ماشین چطور تخفیف‌های بیمه ثالث‌مان را حفظ کنیم؟,نکته‌های مهم بیمه ثالث و بیمه بدنه که اغلب نمی‌دانیم,"Before transferring your discount, you must have sold your car. If you have a significant amount of time between the sale and the purchase of your next car, you can visit the insurance company and get a ""Certificate of Savings of Years"" discount. The only condition for moving to a new car is that the car is not a zero-kilometer.",اگر ماشین را فروخته اید، برای انتقال تخفیف بیمه شخص ثالث به ماشین جدید باید به دفتر شرکت بیمه مراجعه کنید.
303,9399d9cae4d88a0773da3e5c0a722a3f,جمع‌بندی,نکته‌های مهم بیمه ثالث و بیمه بدنه که اغلب نمی‌دانیم,"Enjoy the benefits of buying and renewing insurance policies. Visit the links you want to visit and compare the policies. Also, you can use the always discounts on the website and ask any questions.",برای خرید و تمدید بیمه شخص ثالث و بدنه در سامانه بیمه بازار، کافی است به لینک های مورد نظر خود سر بزنید.
304,0985f1479571465658b7b754b24bd20f,چرا رانندگی بدون گواهینامه تخلف محسوب می‌شود؟,مجازات رانندگی بدون گواهینامه چیست؟,"Drivers must have a driver's license from the Traffic Police. Driving licenses vary depending on the type of vehicle. If a person tries to drive without a driver's license, the vehicle will be stopped by the police.",داشتن گواهینامه رانندگی الزامی است.
305,4acbef309b5bdb63d3c2fc5fad4c5d23,رانندگی بدون گواهینامه چه مجازاتی دارد؟,مجازات رانندگی بدون گواهینامه چیست؟,"If you are caught driving without a license, you will be fined up to 100 thousand IR-Toman or both. If you are caught again driving without a license, you will be fined up to two to six months. If a person kills someone without a driver's license and has a high level of driving skills, his killing is a semi-intentional killing and according to Article 723 of the Penal Code, he will be sentenced to prison for up to two months or a fine of up to 100 thousand IR-Toman. If a person kills someone because he doesn't have a valid driver's license, his murder is also almost intentional, but he will be sentenced to more than two years in prison, according to Articles 714 and 718 of the Penal Code of Iran. The court can also ban the driver from driving or owning any kind of vehicle for up to five years.",رانندگی بدون گواهینامه چه مجازاتی دارد؟
306,faccab5a76c63f496834ef577cfd9120,مجازات رانندگی بدون گواهینامه برای افراد زیر 18 سال به چه صورت است؟,مجازات رانندگی بدون گواهینامه چیست؟,Under 18 years old drivers are subject to the following penalties:--15 to 18 years old: Fine of one million IR-Toman. 9 to 15 years old: Handed over to legal parents or guardians. Under 9 years old: No penalties are provided.,رانندگی بدون گواهینامه برای رده سنی زیر 18 سال جریمه نقدی یک میلیون ریال در نظر گرفته شده است.
307,d6477b6f22b249e0308b290217a02d14,آیا در تصادف بدون گواهینامه بیمه خسارت می‌دهد؟,مجازات رانندگی بدون گواهینامه چیست؟,"If the driver is a faulty driver, the insurance company must pay the damages without any conditions and without any security. If the insurance company pays the damages to the injured party, they can either recover the damages or settle the claim.",اگر راننده مقصر، فاقد گواهی نامه مجاز رانندگی باشد، شرکت بیمه باید بدون هیچ قید و شرط و اخذ تضمین، پرداخت دیه زیان دیدگان را بر عهده می گیرد.
308,ae161782678cbd7677cdafd6151cb2ab,قانون بیمه شخص ثالث بدون گواهینامه چیست؟,مجازات رانندگی بدون گواهینامه چیست؟,The insurance company must pay the damages to the injured person without any condition and guarantee and to recover the damages from the responsible driver.,اگر راننده ای بدون گواهینامه مجاز تصادف کند، شرکت بیمه مسئولیت مدنی باید خسارت زیان دیده را پرداخت کند.
309,0b2283d2edcde6c637cb85ae80c947b2,تاثیر رضایت و عدم رضایت شاکی در تصادف بدون گواهینامه,مجازات رانندگی بدون گواهینامه چیست؟,"In accidents where the driver is without a license, the plaintiff's agreement may reduce the penalty, but it will not close the case.",رضایت شاکی در تصادفاتی که راننده فاقد گواهینامه باشد ممکن است باعث تخفیف در مجازات شود اما موجب مختومه شدن پرونده نخواهد شد.
310,bebb7ce14f0bd26c9b1d71540101712d,اگر گواهینامه مقصر حادثه مشروط باشد نحوه پرداخت خسارت به چه صورت است؟,مجازات رانندگی بدون گواهینامه چیست؟,"The rules of driving require that the applicant be aware of the restrictions on the vehicles, such as hand brake, various mirrors, automatic gears, etc., and that they comply with all of these requirements. In case of non-compliance, the insurance company is obliged to pay the damages to the injured without any preconditions, and can recover a percentage of the amount paid from the responsible party.",اگر فرد متقاضی دارای هرگونه معلولیت باشد در گواهی نامه های جدید با ذکر کد مربوطه به نوع محدودیت اشاره می شود مانند پدال های دستی، نصب انواع آینه، دنده اتوماتیک و... که فرد متقاضی باید کلیه موارد را رعایت کند ودر صورت عدم رعایت، شرکت بیمه موظف به پرداخت خسارت زیان دیده بدون هیچ پیش شرطی است و می تواند معادل یک درصد مبلغ پرداختی را از مقصر پس بگیرد.
311,2fdc69fa48a09378f08ad2c8f3a1bbf3,آیا رانندگی بدون گواهینامه در تصادفی که منجر به مرگ شود قتل عمد است؟,مجازات رانندگی بدون گواهینامه چیست؟,"- Driving without a license will result in a prison sentence and a fine - If the accident causes death, it is not considered a murder",رانندگی بدون داشتن گواهینامه جرم محسوب نمی شود.
312,41dcaa85ee8d3a237a4031c5a1d9c190,اهمیت بیمه شخص ثالث در تصادف,مجازات رانندگی بدون گواهینامه چیست؟,Insurance is compulsory for all owners of vehicles. You can buy insurance online.,برای خرید بیمه شخص ثالث می توانید از طریق وب سایت بیمه بازار اقدام کنید.
313,8e50980cfb9d893b06f11fb2c299824a,سوالات متداول,مجازات رانندگی بدون گواهینامه چیست؟,"If you are a driver in IR-Toman, you will be liable for driving without a license. If you are driving without a license, you will be sentenced to 1 month in prison and a fine of one million IR-Toman. If you are driving without a license, you will be sentenced to 2 to 6 months in prison. If you are renewing your license, you will only be fined. If you are renewing your license, you will be fined. If you are driving without a license, you will be sentenced to 1 month in prison and a fine of one million IR-Toman. If you are driving without a license, you will be sentenced to 2 to 6 months in prison. If you are earning a rewarding income, you will be able to earn a rewarding income. If you are buying traffic tickets in IR-Toman, you will be able to buy traffic tickets in IR-Toman. If you are buying a cheap and reliable car insurance, you will be able to buy a cheap and reliable car insurance in IR-Toman.",رانندگی بدون داشتن گواهینامه جرم محسوب می شود و علاوه بر جریمه نقدی حبس نیز در پی خواهد داشت.
314,f88cca2740114c2b3859909148d57d63,پرداخت خسارت بیمه بدنه,چقدر از خسارت بیمه بدنه را با هزینه شخصی پرداخت کنید به صرفه‌تر است؟,"When using the car insurance, you should be aware that using the car insurance does not reduce your discounts, but it nullifies them. Because of this, if your car is damaged in an accident, it may be a better idea to get a car insurance policy instead of getting a financial advantage. If you have had a damaged record last year and you want to buy a new insurance policy next year, some companies don't take the risk of covering your car next year because you have had a damaged record last year. If you bought a u200d insurance policy for 2 million rupees and your car has been damaged for 10 million rupees and you are in the tenth month of your insurance policy, it is better to not use your insurance if you can pay the damages yourself. But if you have been in an accident in April or June and your insurance has expired for a long time, it is worth having insurance because there is a risk that you will be in an accident again during this period and if you go after the second accident to get the compensation, your insurance company may not pay the cost of the first accident. Note: For specific coverages such as acid attacks or car theft, the best way is to use your car's body insurance in all circumstances.",اگر خودروی شما در تصادف دچار آسیب دیدگی شدید و خسارت قابل توجهی به آن وارد شد، بهتر است از بیمه بدنه خود استفاده کنید.
315,e95966745567a711f9433e941b59b383,پرداخت خسارت بیمه بدنه,چقدر از خسارت بیمه بدنه را با هزینه شخصی پرداخت کنید به صرفه‌تر است؟,"If you use body insurance, your discounts on your car will be gone.",اگر قصد خرید بیمه بدنه دارید حتماً باید برای خرید آن اقدام کنید.
316,91ed54d0716eb6d47185057adf010dce,پرداخت خسارت بیمه بدنه,چقدر از خسارت بیمه بدنه را با هزینه شخصی پرداخت کنید به صرفه‌تر است؟,"Understand that some insurance companies don't take the risk of covering your car next year because you have had a damaged record last year. So if you bought a u200d insurance policy for 2 million rupees and your car has been damaged for 10 million rupees and you are in the tenth month of your insurance policy, it is better to not use your insurance if you can pay the damages yourself. But if you have been in an accident in April or June and your insurance has expired for a long time, it is worth having insurance because there is a risk that you will be in an accident again during this period and if you go after the second accident to get the compensation, your insurance company may not pay the cost of the first accident. Note: For specific coverages such as acid attacks or car theft, the best way is to use your car's body insurance in all circumstances.",اگر سال گذشته خسارت دیده اید، بهتر است از بیمه نامه خود استفاده نکنید. اگر بیمه نامه شما در ماه دهم است، بهتر است از بیمه نامه خود استفاده کنید.
317,6fec8a03db560fe4a7179220080f060d,پرداخت خسارت بیمه بدنه برای خودرو‌های نامتعارف,چقدر از خسارت بیمه بدنه را با هزینه شخصی پرداخت کنید به صرفه‌تر است؟,"When buying a car over 600 million rupees, you are in the category of vehicles that are considered ""extraordinary"". The maximum amount of damages that you can claim is 30 million rupees, which is equivalent to 600 million rupees. If your car is worth 1 billion rupees, you will have to pay the difference by your own money. In such a situation, it is recommended to get a quote for car body insurance based on the damages.",اگر خودروی شما بیش از 600 میلیون تومان ارزش دارد، باید برای پرداخت هزینه های اضافی از بیمه بدنه استفاده کنید.
318,df39f9312d4579ee176bed374f64d9a0,کارت سبز خودرو چیست؟,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,Green Card is a temporary insurance policy for drivers who are planning to transit and travel in specific countries within the geographic area of the Green Card System xa0.,کارت سبز، بیمه خودروی بین المللی در زمینه بیمه شخص ثالث است که توسط راننده هایی که به طور موقت قصد عبور و تردد در کشورهای مشخصی که در منطقه جغرافیایی سیستم کارت سبز xa0 واقع شده اند، تهیه می شود و در صورت بروز حادثه، تصادف یا در صورت نیاز در مرزها یا داخل کشورهای عضو ارائه می شود.
319,f023ef6744901d38a1b5d04c2d0ef5ab,سیستم کارت سبز چیست؟,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,"The International Motor Vehicle Insurance Card System, also known as the Green Card System, was established on the recommendation of the Economic Commission for Europe. The London Agreement or the Coordination Agreement between the Offices of the United Nations was established to operate the Green Card System on the basis of its provisions. The Green Card System began operation on January 1, 1953. The main requirement for membership in the Green Card system is that the country where the applicant is based must have a law of compulsory third party liability insurance. The green card system is currently supported by 45 other countries, including Iran, Iraq, Tunisia, Morocco, and the Palestinian Authority. Most of the members are in Europe.",سیستم کارت سبز سیستمی است که برای استفاده وسایل نقلیه موتوری در کشورهای عضو سیستم کارت سبز طراحی شده است. این سیستم برای جلوگیری از سوءاستفاده از وسایل نقلیه موتوری در کشورهای عضو طراحی شده است.
320,bf9c9a8bf08fcab9e6533529a1e94c9b,سیستم کارت سبز چیست؟,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,The main requirement for membership in the Green Card system is that the country where the applicant is based must have a law of compulsory third party liability insurance.,یکی از شروط اصلی عضویت در سیستم کارت سبز این است که در کشور متقاضی عضویت، بایستی قانون بیمه اجباری مسئولیت مدنی دارندگان وسایل نقلیه موتوری یعنی قانون بیمه اجباری شخص ثالث Compulsory Third Party Liability وجود داشته باشد.
321,66d3e755e14a4b624d58def348b0ae45,سیستم کارت سبز چیست؟,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,"The green card system is currently supported by 45 other countries, including Iran, Iraq, Tunisia, Morocco, and the Palestinian Authority. Most of the members are in Europe.",کارت سبز سیستمی است که برای رانندگان خودروهای شخصی و موتورسیکلت در کشورهای عضو اتحادیه اروپا طراحی شده است.
322,ec6e304f96fc4274e15efab1ca996d62,دفاتر کارت سبز,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,"The green card offices in each country are responsible for the management of the green card system, the investigation and responsibility for damages caused by motor vehicle accidents in the member countries, in accordance with the national laws and regulations of each country. The green card offices in each country are operating in accordance with the insurance practices of the country issuing the green card and monitor the process of settlement, damages caused by accidents caused by foreign drivers and the proper implementation of operations in accordance with the agreement between the green card offices. All green card offices are members of the green card central office which is based in London. The green card office of Central Insurance Company of Iran is responsible for monitoring the proper implementation of the internal rules.",دفتر کارت سبز بیمه مرکزی ایران مسئولیت نظارت بر حسن اجرای مفاد آئین نامه داخلی را به عهده دارد.
323,bc653e9b6e0d5b303c31e807c1bf4dcc,کارت سبز را چه نهادی صادر می کند؟,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,"The green card is issued by insurance companies that are authorized to issue insurance for third parties in each country. In Iran, the only insurance company that is allowed to issue green cards is the Iran Insurance Company. If a foreign driver with a green card insurance is involved in an accident, the injured person can contact the green card office of the country where the accident occurred and use the guidance of the green card office to recover the damages.",کارت سبز نوعی بیمه نامه شخص ثالث است که برای رانندگان خارجی صادر می شود. این بیمه نامه برای رانندگانی که قصد سفر به کشورهای دیگر را دارند، ضروری است.
324,7ae7df0cf80e09235171bf7b7c348a8a,اطلاعات بیش­تر در مورد کارت سبز را چگونه پیدا کنیم؟,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,"If you have any further questions about the insurance of the green card, you can call the following numbers: - Telephone number: 24551202-021, Green Card Department of Central Insurance of the Islamic Republic of Iran, and 88732336-021, Iran Insurance Branch of the Islamic Republic of Iran.",اگر سوال بیشتری در مورد بیمه کارت سبز خودرو داشتید، می توانید با شماره های ۲۴۵۵۱۲۰۲-۰۲۱، اداره کارت سبز بیمه مرکزی جمهوری اسلامی ایران، و ۸۸۷۳۲۳۳۶-۰۲۱، شعبه مطهری بیمه ایران تماس بگیرید.
325,3deb5534ea7cb7fc861642395f659485,قیمت کارت سبز,راهنمای دریافت کارت سبز؛ بیمه خودروی بین‌الملل,"Green card insurance is a type of insurance that covers the damages of a car that is driven abroad. The price of green card depends on your duration of stay in abroad and the type of your car. To check the price of green card, you can call the number 88732336. You can also purchase green card at the insurance agents located at the border gates of the countries which are covered by green card.",است.
326,a3b2520ea4f2bccdb706a3df9473f414,بیمه حوادث انفرادی رازی، پوشش‌ها و حق بیمه,بیمه حوادث رازی و پوشش‌های آن,"Individual accident insurance is a type of insurance that protects the insured in the event of an accident. It covers partial and total disability, death and medical costs related to accidents. It is usually annually, but it can be purchased in shorter periods.",بیمه حوادث انفرادی، بیمه ای است که افراد را در صورت وقوع حادثه تحت پوشش قرار می دهد.
327,d078268b4b3e0eee9b1ee8fa5f7a07db,پوشش‌های بیمه حوادث رازی,بیمه حوادث رازی و پوشش‌های آن,"Rashid accident insurance covers basic and optional coverage. Primary coverages include death and disability insurance, death benefits, disability benefits or permanent disability (partial or total). Other coverages include medical expenses, a daily allowance, and a daily hospital stay allowance.",بیمه حوادث رازی نوعی بیمه نامه است که برای افرادی که قصد سفر به خارج از کشور را دارند، مناسب است. این بیمه نامه شامل پوشش های اصلی و فرعی است. پوشش های اصلی شامل سرمایه فوت و نقص عضو، غرامت فوت، غرامت نقص عضو یا از کار افتادگی دائم (کلی یا جزئی) است. پوشش های فرعی شامل هزینه های پزشکی ناشی از حادثه، غرامت روزانه ناشی از حادثه و غرامت روزانه بستری شدن در مراکز درمانی.
328,9d3a3749f825197e05b59d593fb7125b,حق بیمه حوادث انفرادی بر چه اساسی تعیین می‌شود؟,بیمه حوادث رازی و پوشش‌های آن,"Accident insurance is a type of insurance that covers the risk of a person's death, disability, or infirmity. It is a relatively low-cost insurance option that is designed to protect people from the risks of their jobs. The premium for this insurance is determined by the risk level of each job and the amount of capital coverage. In the Accident Insurance, occupations are classified into 5 categories, each category having its own risk factor. The following table shows the risk levels for each job category and the corresponding coefficient. In the above table, the first column is for jobs with the least risk, such as office and administrative jobs; and the last column is for jobs with the highest risk, such as working in a mine. The annual premium for this insurance is calculated based on the amount of the insurance coverage and the risk factor for each occupational class. For example, if a person in the third occupational class (with a risk factor of 2/2) applied for an accident insurance with a coverage of 50 million IR-Toman, the premium will be calculated as follows: 10000 = 1000/ (500000*2/2) Risk of death, disability and infirmity 75 thousand = 100/ (5,000,000 * 5/1) medical costs",طبقه بندی مشاغل رازی را بررسی کنید. حق بیمه رازی را محاسبه کنید. بیمه حوادث رازی را در بازه های زمانی کوتاه مدت تهیه کنید. محدوده سنی رازی را بررسی کنید.
329,9b3f00d0eb1fb1103cfae3ffd32e46b4,بازخرید بیمه عمر,بازخرید بیمه عمر,"Understand that life insurance is a long-term investment. You can withdraw your policy at any time. The insured can terminate the policy after a certain period (which depends on the insurance company's rules). In this case, the insured will receive the equivalent of the value of the repurchase policy. When you buy back your life insurance, the value of the policy is equal to the total premiums paid plus interest. However, if you buy back your life insurance before the 5th year, the value of the policy is less than the total amount paid. In the first 5 years, the insurance company will take out the issuing, examination, commissions, administrative costs, etc. of the savings of these 5 years. Therefore, if you buy back your life insurance under the 5th year, you will get a lower value than the total amount paid. If you want to buy back your life insurance, it is best to buy back after at least 5 years. According to the tables provided by each insurance company, the amount of the premium is calculated based on the amount of time since the beginning of the policy. For example, the calculation of Asia Life Insurance may differ from Parsian Life Insurance. Depending on the policy, the insured may receive the premium in one lump sum or in certain circumstances as a monthly payment. The acquisition and investment value will be equal to 90 percent, 92 percent, 94 percent, 96 percent, 98 percent of the investment amount in the first to fifth years, and 100 percent of the investment amount in the sixth and following years, after deducting the unclaimed costs. Visit an insurance agent. Provide the original insurance policy. Fill out the form for the withdrawal of the insurance. After completing the form, your contract will be terminated and the insurance company will be responsible for transferring all the funds of the insured to the bank account of the insured.",بازخرید بیمه نامه را برای پایان دادن به روند سرمایه گذاری بلند مدت بیمه عمر مورد استفاده قرار دهید. نحوه محاسبه بازخرید بیمه نامه را برای پایان دادن به روند سرمایه گذاری بلند مدت بیمه عمر مورد استفاده قرار دهید. نحوه دریافت مبلغ بازخرید بیمه نامه را برای پایان دادن به روند سرمایه گذاری بلند مدت بیمه عمر مورد استفاده قرار دهید.
330,4dd89a0a299a929044dab955ec428e85,بازخرید بیمه عمر,بازخرید بیمه عمر,Terminate the policy. Buy back your policy. Calculate the premium.,بازخرید بیمه نامه را در نظر بگیرید. مبلغ بازخرید را محاسبه کنید. مبلغ بازخرید را دریافت کنید.
331,d1e4cb5139a04384d5424401959a9512,بازخرید بیمه عمر,بازخرید بیمه عمر,"The acquisition and investment value will be equal to 90 percent, 92 percent, 94 percent, 96 percent, 98 percent of the investment amount in the first to fifth years, and 100 percent of the investment amount in the sixth and following years, after deducting the unclaimed costs.",سرمایه گذاری در صندوق های سرمایه گذاری دولتی برای افرادی که سرمایه گذاری در صندوق های سرمایه گذاری دولتی را انجام می دهند، نیازمند سرمایه گذاری در صندوق های سرمایه گذاری دولتی است.
332,ddfb03a00dc0843b8d00ca8106ff86ac,بازخرید بیمه عمر,بازخرید بیمه عمر,"Once you have completed the form, the insurance company will be responsible for transferring the funds to the insured's bank account.",برای بازخرید بیمه عمر، باید به نمایندگی بیمه مراجعه کنید. برای این کار، باید اصل بیمه نامه را به نمایندگی ارائه دهید. برای این کار، باید فرم مربوط به بازخرید بیمه عمر را تکمیل کنید.
333,4a72c3dd1f3e5413d06fbca9ac131c63,مقایسه بیمه عمر,بازخرید بیمه عمر,Compare different life insurance companies.,برای مقایسه بیمه عمر و شرایط آن در شرکت های مختلف، می توانید از طریق سایت بیمه بازار اقدام کنید.
334,29c7a47a60fc75b95f618303ea079cd3,انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"Social security insurance is a compulsory insurance for those who work for a salary in businesses, factories, etc. It has two types: 1. Optional insurance xa0 2. Insurance for occupations and free occupations. The premium is 26 percent and covers disability, death, obligations such as treatment, surgical costs, burial costs and most importantly retirement benefits. You will pay 182 thousand IR-Toman for a 12 percent contribution to your pension. You will pay 212 thousand IR-Toman for a 14 percent contribution to your pension. You will pay 273 thousand IR-Toman for a 18 percent contribution to your pension and disability. You will pay 273 thousand IR-Toman for a 18 percent contribution to your pension and disability and a healthcare premium (called a full premium). Self Employed Social Security. Minimum 30 days of insurance coverage. Maximum age of 50 years for women and men. If your age is older than 55 years, you will need to pay 2 years of insurance coverage or if you are 60 years old, you will need to pay 5 years. If you have 10 years of insurance coverage, you can enroll at any age. If you qualify for retirement, you will receive 10 days of the 30 days average of the last two years of your insurance coverage. A simple example If your average salary in the last 2 years is 1 million rupees, you will get 333 thousand rupees.",اگر می خواهید بیمه شوید، باید شرایط زیر را داشته باشید:
335,2a1525ccc50a5e41123b2beff7d6f8da,انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"All those who work for a salary in businesses, factories, etc. and are covered by the Labour Law.",افرادی که در مقابل دریافت حقوق و دستمزد در شرکت ها، کارگاه ها و... کار می کنند و مشمول قانون کار می شوند.
336,5cac10b640132596709ed51bec91cde6,انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,which has two types: 1. Optional insurance xa0 2. Insurance for occupations and free occupations.,بیمه حرف و مشاغل آزاد نوعی بیمه است که برای افرادی که در حرفه های آزاد مشغول به کار هستند، توصیه می شود.
337,a83e40c4dc81524518c201339de1dcb0,انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"The premium is 26 percent and covers disability, death, obligations such as treatment, surgical costs, burial costs and most importantly retirement benefits.",خدمات بیمه ای شرکت بیمه ملت خدماتی چون ازکارافتادگی، فوت، تعهداتی مانند درمان، هزینه های پروتز و اروتز، هزینه های کفن ودفن و از همه مهم تر مستمری بازنشستگی را دربرمی گیرد.
338,ca1b1651997b7d3b14fd32eb5ed2365e,انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,Understand the amount of your contribution to your pension.,اگر برای پرداخت حق بیمه تأمین اجتماعی خویش فرما ثبت نام کرده اید، باید نسبت به پرداخت حق بیمه برای خدمات درمانی اقدام کنید.
339,c0692a5dca8610458f4866e2258f5481,انواع بیمه‌های تامین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"Minimum 30 days of insurance coverage. Maximum age of 50 years for women and men. If your age is older than 55 years, you will need to pay 2 years of insurance coverage or if you are 60 years old, you will need to pay 5 years. If you have 10 years of insurance coverage, you can enroll at any age. If you qualify for retirement, you will receive 10 days of the 30 days average of the last two years of your insurance coverage.",برای بیمه اختیاری باید شرایط زیر را داشته باشید:
340,fd94d680bd349abd1ccaf1641c42ac0f,چه مواردی که شامل بیمه صاحبان حرف و مشاغل آزاد نمی‌شود؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"These include sick leave, pregnancy leave, partial disability and accidents related to work.",اگر کسی در مشاغل آزاد کار می کند، باید برای دریافت مستمری بازنشستگی بیمه شود.
341,c6d33ea4422c1af43d18e5327b3b607f,حق بیمه در بیمه اجباری و مشاغل آزاد چقدر است؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"In the occupational insurance, you have the right to choose the type of insurance and services you want. However, in the mandatory insurance, all the services and obligations that are provided to the insured, such as various pensions and treatment, are provided. The insurance premium in the occupational insurance includes 18% and the treatment cost. However, in the mandatory insurance, all the services are provided with the payment of 30% of the income.",در بیمه مشاغل آزاد شما حق دارید نوع بیمه و خدمات موردنظر خود را انتخاب کنید! درصورتی که در بیمه اجباری همه خدمات و تعهدات که در چارچوب قانون به بیمه شده، ارائه می شود مانند انواع مستمری و درمان و... حق بیمه در حرف و مشاغل آزاد شامل ۱۸% و سرانه درمان است. ولی در بیمه اجباری همه خدمات با پرداخت ۳۰% از حقوق ارائه می شود.
342,905affa8313cf1e6446d42853bd1d8c6,تفاوت در استفاده از دفترچه بیمه و خدمات درمانی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"In mandatory insurance, the use of medical services is free, while in voluntary insurance, the insured pays a certain amount as a premium.",در بیمه اجباری استفاده از خدمات درمان رایگان است، در بیمه مشاغل آزاد مبلغی به عنوان فرانشیز را خود بیمه شده پرداخت می کند.
343,81b18e9d1487f1ff191276fbbee9ac9f,هزینه کفن دفن در بیمه اجباری و مشاغل آزاد,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"In mandatory insurance, the primary condition for paying the burial aid is that the insured is connected to the employer (in a factory that is covered by the Social Security Act). In voluntary insurance, this aid is not paid because there is no employer-employee relationship.",پرداخت کمک هزینه کفن ودفن در بیمه اجباری تابع مقررات مربوط به بیمه مشاغل آزاد است.
344,516edcc9916bb0e24ac8c70d05dc9ccb,️ انواع مختلف حق بیمه در بیمه تأمین اجتماعی,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,a contribution based on the salary and benefits paid by the employer.,حق بیمه ای که توسط کارفرما محاسبه و تعیین می شود.
345,1da2c94ea15cd69e71f99a2757f9ccfe,مرجع شکایت از بیمه تامین اجتماعی در بیمه خویش‌فرما و اجباری کدام است؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,The complaint authority for mandatory insurance is the Ministry of Labour Dispute Resolution Board.,برای مثال اگر بیمه نامه ی درمان برای کارگر صادر نشده باشد، می تواند از طریق مراجع ذیصلاح مانند هیئت حل اختلاف وزارت کار شکایت شود.
346,a18b755a373711f182efe4d29505bc8d,بیمه بیکاری مشمول چه کسانی می‌شود؟,همه‌چیز در مورد بیمه اجباری و بیمه خویش‌فرمای تامین اجتماعی!,"Because there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is no employer, there is",اگر کسی در شغل آزاد کار می کند و رابطه کارگری و کارفرمایی ندارد، بیمه بیکاری وجود ندارد.
